,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,26.50778603553772,26.83862566947937,27.54916900396347,27.38653266429901,27.881463259458542,27.63141867518425,27.489876568317413,28.27536916732788,27.906496554613113,28.480584532022476,28.548691123723984,27.860906928777695,29.463522285223007,29.755444139242172,29.693306282162666,29.578473210334778,30.096968412399292,28.523439526557922,28.555844575166702,27.942537039518356,28.451264292001724,28.74179956316948,29.068496376276016,30.796269923448563,30.07161071896553,29.751539289951324,29.604914665222168,29.919374108314514,29.512824773788452,28.96602463722229,29.897951304912567,29.181384325027466,29.97083055973053,29.6151280105114,29.993883073329926,30.513979852199554,29.86883193254471,29.26683658361435,28.953768402338028,29.2188840508461,28.944627583026886,29.822839558124542,29.797710955142975,29.698192089796066,29.885446831583977,30.32586146891117,30.668173357844353,29.674501225352287,30.49311237037182,30.72900588810444,30.71052473783493,30.704864412546158,30.845824971795082,30.620961114764214,30.448208555579185,31.262413546442986,31.563348069787025,30.99853004515171,30.738131746649742,30.191739961504936,30.707238122820854,31.062596157193184,30.61647941172123,30.386739566922188,30.41778902709484,31.394438847899437,31.408727452158928,31.873602762818336,31.2640428096056,31.700859114527702,31.893382728099823,31.762827083468437,30.637108013033867,31.629899129271507,31.695921644568443,31.4960967451334,31.559317961335182,31.427153259515762,30.93592283129692,30.090454787015915,30.862054973840714,31.295680850744247,30.907534301280975,30.80838906764984,30.146341383457184,30.568696826696396,31.63396868109703,31.113834351301193,31.394503593444824,30.844292879104614,31.191257804632187,31.558189034461975,31.83549463748932,31.541100531816483,31.552127838134766,31.52315777540207,32.22653919458389,31.766403764486313,31.588052362203598,32.40028688311577,31.27339443564415,31.297018200159073,31.637960880994797,31.26864892244339,30.791096419095993,31.582426339387894,31.35551407933235,30.751060098409653,30.920027539134026,30.76510228216648,30.499272242188454,30.434218555688858,30.864390701055527,31.38406452536583,32.09784147143364,31.849219143390656,31.05347228050232,31.053484961390495,31.55891762673855,31.331785693764687
